Start - 2025-03-14T10:58:32.095390882
Analyzed shard: /mnt/win10/Users/IEUser/init.bat; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/NTUSER.DAT{1c3790b4-b8ad-11e8-aa21-e41d2d101530}.TM.blf; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/.ansible_async/j22345239925.5868.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/.ansible_async/j444648751781.5512.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/.ansible_async/j581520900358.5172.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/.ansible_async/j714407515190.1700; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/.ansible_async/j714407515190.1700.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/.ansible_async/j766800524776.6008.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/.ansible_async/j998288283783.3440.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/.ansible_async/Restore-My-Files.txt; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/.vbox_version.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/3D Objects/desktop.ini; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/ansible/inventory.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/ansible/playbook.yml.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/ansible/Restore-My-Files.txt; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/AppData; generation = -1; valid shard = false
[Error]	Could not read shard, IO exception: /mnt/win10/Users/IEUser/Application Data
Analyzed shard: /mnt/win10/Users/IEUser/Contacts/desktop.ini; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Contacts/IEUSER.CON.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Contacts/Restore-My-Files.txt; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Cookies; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/01F22128.DUM.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/0A8AE703.DUM.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/0BD4255D.DUM.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/43D8E93F.DUM.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/4465CDCE.DUM.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/4C7C1D2F.DUM.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/7934FE27.DUM.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/990423D0.DUM.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/APPLICAT.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/APPROACH.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/ARCHITEC.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/ATTACK_A.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/AUTHENTI.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/A_BLO000.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/A_BLOCKC.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/A_CASE_B.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/A_FORMAL.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/A_FRAMEW.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/A_GENERA.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/A_HYBRID.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/A_LEARNI.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/A_LIGHTW.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/A_LITERA.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/A_METHOD.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/A_SYS000.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/A_SYSTEM.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/BIOINFOP.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/BLOCKCHA.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/BOINC_FO.PDF.lockbit; generation = -1; valid shard = false
Analyzed shard: /mnt/win10/Users/IEUser/Desktop/BRICK___.PDF.lockbit; generation = -1; valid shard = false
